image_id,image_path,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,gadm,higherGeography,year,month,day,eventDate,startDayOfYear,endDayOfYear,typeStatus,modified,lastInterpreted,references,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetName,recordedBy,identifiedBy,preparations,nucleotideSequence,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,identifier.1,recordNumber,habitat,institutionID,http...unknown.org.crawl_attempt,dynamicProperties,locality,fieldNumber,verbatimLocality,gbifID,language,collectionCode,occurrenceID,type,disposition,catalogNumber,institutionCode,occurrenceRemarks,accessRights,verbatimElevation,collectionID,name,sex,reproductiveCondition,decimalLatitude,decimalLongitude,projectId,speciesKey,species,genericName,specificEpithet,georeferencedBy,datasetID,samplingProtocol,geodeticDatum,acceptedNameUsage,nomenclaturalCode,georeferenceVerificationStatus,verbatimSRS,georeferenceRemarks,materialSampleID,parentNameUsageID,acceptedNameUsageID,ownerInstitutionCode,bibliographicCitation,higherClassification,parentNameUsage,iucnRedListCategory,vernacularName,individualCount,elevation,elevationAccuracy,nomenclaturalStatus,http...unknown.org.dateLastUpdated,taxonID,http...unknown.org.code,http...unknown.org.conceptualSchema,http...unknown.org.maxSearchResponseRecords,municipality,infraspecificEpithet,identificationQualifier,http...unknown.org.omitFromScheduledCrawl,distanceFromCentroidInMeters,fieldNotes,county,locationRemarks,otherCatalogNumbers,verbatimEventDate,island,http...unknown.org.recordID,rights,organismQuantity,organismQuantityType,dataGeneralizations,eventRemarks,http...unknown.org.recordEnteredBy,programmeAcronym,coordinateUncertaintyInMeters,georeferenceSources,http...unknown.org.license,http...unknown.org.rightsHolder,http...unknown.org.CatalogNumberNumeric,coordinatePrecision,taxonConceptID,http...unknown.org.taxonRankID,verbatimCoordinateSystem,http...unknown.org.species,verbatimTaxonRank,image_url,weak_flowering,download_status
HERB_0011,sample_images/HERB_0011.jpg,6196929201,Monoon simiarum (Buch.-Ham. ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders,"colmafu,inmafu",1cbed1d0-f9ac-4b9e-bf3f-a26272bca39e,4fd82480-ea1c-11da-8db4-b8a03c50a862,NA,82d6992a-b20b-4e74-b6ac-6b971b2c485d,4fd82480-ea1c-11da-8db4-b8a03c50a862,JP,EML,2026-07-10T16:35:10.312+00:00,2026-07-18T17:50:25.256+00:00,222,PRESERVED_SPECIMEN,PRESENT,11087855,6,7707728,220,718,9291,3156263,3648917,Polyalthia simiarum (Buch.-Ham. ex Hook.f. & Thomson) Benth. & Hook.,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,SPECIES,SYNONYM,NA,ASIA,Kien Giang,NA,Asia|Vietnam|Kien Giang|Kien Luong Dist.|Mt. Mo So,2024,5,22,2024-05-22,143,143,NA,2025-10-16T00:00:00.000+00:00,2026-07-18T17:50:25.256+00:00,https://www.museum.kagoshima-u.ac.jp/hyouhonsitu.html,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,93b3eb85-4fa6-4cf5-851c-a4666f21aa83,none,none,7b6590f0-c03f-409b-ae28-f443c1166d23,e9e6df05-e289-4a64-8ace-a4d5dbd168e4,FALSE,NA,NA,NA,NA,none,Magnoliopsida,VN,none,none,ASIA,Viet Nam,ASIA,NA,93b3eb85-4fa6-4cf5-851c-a4666f21aa83,N487,NA,NA,232,NA,Mt. Mo So,NA,"Vietnam, Kien Giang, Kien Luong Dist., Mt. Mo So",6196929201,NA,KAG,93b3eb85-4fa6-4cf5-851c-a4666f21aa83,NA,NA,KAG188590,KAG,NA,NA,NA,NA,Monoon simiarum (Buch.-Ham. ex Hook.f. & Thomson) B.Xue & R.M.K.Saunders,NA,NA,10.22756,104.61691,NA,3648917,Polyalthia simiarum,Monoon,simiarum,NA,NA,NA,WGS84,NA,NA,NA,NA,obtained using GPS machine,NA,NA,NA,NA,NA,Plantae|Tracheophyta|Magnoliopsida|Magnoliales|Annonaceae|Monoon|simiarum,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kien Luong Dist.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188590/KAG188590.jpg,FALSE,ok
HERB_0012,sample_images/HERB_0012.jpg,2515140828,Byttneria angulata Hassk.,,15f819bd-6612-4447-854b-14d12ee1022d,396d5f30-dea9-11db-8ab4-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,65eb93af-41b8-4917-a5fc-cfe2a45aa4bf,396d5f30-dea9-11db-8ab4-b8a03c50a862,NL,DWC_ARCHIVE,2026-06-29T11:53:09.940+00:00,2026-08-24T20:54:19.327+00:00,286,PRESERVED_SPECIMEN,PRESENT,3670317,6,7707728,220,941,6685,7445609,3670317,Byttneria angulata Hassk.,Plantae,Tracheophyta,Malvales,Malvaceae,Byttneria,SPECIES,ACCEPTED,NA,ASIA,Dili,NA,NA,2015,5,18,2015-05-18,138,138,NA,NA,2026-08-24T20:54:19.327+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,L.3978120@BRAHMS,none,none,0e919a55-08d3-4bd2-aec1-200858fafd92,0add23db-a8f7-4d15-95ad-4ed0c5c8a055,FALSE,NA,Cowie ID; Santana F,NA,NA,none,Magnoliopsida,TL,none,none,ASIA,Timor-Leste,EUROPE,Naturalis Biodiversity Center,L.3978120@BRAHMS,"Cowie, ID; Santana, F 13894","Old secondary forest c 15 m tall, side slope of valley, limestone rubble.",https://ror.org/0566bfb96,286,NA,Inland of Beloi.,NA,NA,2515140828,NA,Botany,https://data.biodiversitydata.nl/naturalis/specimen/L.3978120,NA,NA,L.3978120,NA,NA,NA,500.0 m,NA,Byttneria angulata Hassk.,NA,NA,-8.22111,125.57306,NA,3670317,Byttneria angulata,Byttneria,angulata,NA,NA,NA,WGS84,NA,ICN,NA,NA,NA,NA,NA,NA,NA,NA,Plantae|Malvales|Malvaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://medialib.naturalis.nl/file/id/L.3978120/format/large,FALSE,ok
HERB_0013,sample_images/HERB_0013.jpg,2430565493,Phyllanthus emblica L.,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:46:32.278+00:00,606,PRESERVED_SPECIMEN,PRESENT,5381660,6,7707728,220,1414,8807,3061139,5381660,Phyllanthus emblica L.,Plantae,Tracheophyta,Malpighiales,Phyllanthaceae,Phyllanthus,SPECIES,ACCEPTED,NA,ASIA,mondulkiri,none,NA,2019,2,3,2019-02-03,34,34,NA,2020-01-14T18:34:09.000+00:00,2026-08-24T16:46:32.278+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915909,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Eum, S.|Peou, Y.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915909,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7034,NA,2430565493,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915909,NA,NA,P00915909,MNHN,NA,NA,NA,NA,Phyllanthus emblica L.,NA,NA,NA,NA,NA,5381660,Phyllanthus emblica,Phyllanthus,emblica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbre d'env. 7 m, monoïque. Feuilles distiques, oblongues, obtuses aux 2 extrémités. Inflorescences en glomérules, à l'aisselle des feuilles inférieures des rameaux. Fruit globuleux, d'abord charnu, puis sec et capsulaire",O Réaing,Sen Monorom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1579023249462XiklFLKN38Gtc3Rq,TRUE,error
HERB_0014,sample_images/HERB_0014.jpg,3461934307,Butea monosperma (Lam.) Taubert,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:47:15.409+00:00,606,PRESERVED_SPECIMEN,PRESENT,2940416,6,7707728,220,1370,5386,2940412,8234570,Butea monosperma (Lam.) Kuntze,Plantae,Tracheophyta,Fabales,Fabaceae,Butea,SPECIES,SYNONYM,NA,ASIA,siem réap,none,NA,2021,1,8,2021-01-08,8,8,NA,2022-02-09T10:40:12.000+00:00,2026-08-24T16:47:15.409+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190814,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Peou, Y.|Ratanak, V.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190814,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7205,Sangkat Slorkram,3461934307,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01190814,NA,NA,P01190814,MNHN,NA,NA,NA,NA,Butea monosperma (Lam.) Taubert,NA,NA,NA,NA,NA,8234570,Butea monosperma,Butea,monosperma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbre de 4-10 m de haut , tronc ± tordu, suc rouge. Feuilles pennées, 3-foliées , folioles rhomboïdales ou orbiculaires, tomenteuses en dessous. Inflorescences en panicules tomenteuses. Gousses comprimées, pubescentes, graines aplaties",Phum Daun Pa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1644399610675IR6f6etx9BQ8acVV,TRUE,error
HERB_0015,sample_images/HERB_0015.jpg,2846084309,Beccarinda cordifolia (Anthony) B.L.Burtt,"colmafu,inmafu",7e380070-f762-11e1-a439-00145eb45e9a,19456090-b49a-11d8-abeb-b8a03c50a862,"17abcf75-2f1e-46dd-bf75-a5b21dd02655,99d66b6c-9087-452f-a9d4-f15f2c2d0e7e",60277b56-f762-11e1-a439-00145eb45e9a,19456090-b49a-11d8-abeb-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T15:58:06.296+00:00,2026-08-24T17:21:56.549+00:00,498,PRESERVED_SPECIMEN,PRESENT,3820078,6,7707728,220,408,6654,6365285,3820078,Beccarinda cordifolia (Anthony) B.L.Burtt,Plantae,Tracheophyta,Lamiales,Gesneriaceae,Beccarinda,SPECIES,ACCEPTED,NA,ASIA,NA,none,Asia; Myanmar,2025,6,NA,2025-06,NA,NA,NA,2026-06-29T17:12:09.000+00:00,2026-08-24T17:21:56.549+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,9181589,none,none,1d808a7c-1f9e-4379-9616-edb749ecf10e,8bb3763f-955c-4791-8777-44de1996b378,FALSE,NA,George Forrest,NA,NA,none,Magnoliopsida,MM,none,none,ASIA,Myanmar,EUROPE,NA,9181589,24549,NA,NA,500,"{""subDepartment"": ""Gen Herb"", ""created"": null, ""determinationNames"": ""Beccarinda cordifolia (J.Anthony) B.L.Burtt"", ""gbifID"": ""2846084309"", ""gbifIssue"": ""RECORDED_DATE_UNLIKELY | MODIFIED_DATE_INVALID | INSTITUTION_MATCH_FUZZY | COLLECTION_MATCH_FUZZY | MULTIMEDIA_DATE_INVALID"", ""associatedMediaCount"": 1, ""barcode"": null, ""preservative"": null, ""determinationFiledAs"": ""Yes"", ""project"": ""Plant Diversity of India | POSA: Plants of South Asia"", ""donorName"": null, ""collectionKind"": ""Sheet"", ""registrationCode"": null, ""chronostratigraphy"": null, ""kindOfCollection"": null, ""kindOfObject"": null, ""lithostratigraphy"": null, ""catalogueDescription"": null, ""expedition"": null, ""collectionName"": null, ""plantDescription"": null, ""vessel"": null, ""clutchSize"": null, ""exsiccata"": null, ""setMark"": null, ""exsiccataNumber"": null, ""currentScientificName"": null, ""suborder"": null, ""superfamily"": null, ""subfamily"": null, ""partType"": null, ""populationCode"": null, ""observedWeight"": null, ""preparationType"": null, ""resuspendedIn"": null, ""extractionMethod"": null, ""totalVolume"": null, ""mine"": null, ""mineralComplex"": null}",NA,24549,NA,2846084309,NA,BOT,1f1d23a0-138a-49b1-9b1c-98549ae3e039,NA,NA,BM011026127,NHMUK,NA,NA,NA,NA,Beccarinda cordifolia (Anthony) B.L.Burtt,NA,NA,NA,NA,NA,3820078,Beccarinda cordifolia,Beccarinda,cordifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliophyta; Lamiales; Gesneriaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NHMUK,http://bnhm.berkeley.edu/DwC/bnhm_dc2_schema.xsd,10000,NA,NA,NA,NA,NA,NA,NA,NA,NHMUK:ecatalogue:9181589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://data.nhm.ac.uk/media/e51c1c67-2419-4b8d-8946-a6ad32150f97,FALSE,error
HERB_0016,sample_images/HERB_0016.jpg,5841176154,Broussonetia papyrifera (L.) L'Hér. ex Vent.,"cdc,gass84,gdativ,colmano,inmafu",10cfe1fe-ea15-4b73-b495-66c20d839bef,fec00ed1-a0f3-440b-b10c-d6dca979ade1,NA,08eefeeb-e20f-4482-8e0f-f218547e2f50,12b1df00-3f75-11d8-aa2d-b8a03c50a862,TW,EML,2026-07-13T18:00:10.806+00:00,2026-07-18T15:27:29.146+00:00,37,PRESERVED_SPECIMEN,PRESENT,5361944,6,7707728,220,691,6640,2984643,5361944,Broussonetia papyrifera (L.) L'Hér. ex Vent.,Plantae,Tracheophyta,Rosales,Moraceae,Broussonetia,SPECIES,ACCEPTED,NA,ASIA,NA,NA,NA,2019,8,27,2019-08-27,239,239,NA,2024-11-07T15:18:50.000+00:00,2026-07-18T15:27:29.146+00:00,https://hast.biodiv.tw/specimens/HAST:145383,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,https://n2t.net/ark:/18474/b27m05j83,none,none,30da7241-59c0-4796-8da4-e8abb4aef6b9,NA,FALSE,NA,"Chuang, Chia-Rong (莊嘉瑢)",NA,NA,none,Magnoliopsida,ID,none,none,ASIA,Indonesia,ASIA,"Biodiversity Research Museum, Academia Sinica, Taiwan",https://n2t.net/ark:/18474/b27m05j83,21,NA,NA,37,NA,"Central Sulawesi, Hanggira, Besoa Valley",NA,NA,5841176154,NA,NA,https://n2t.net/ark:/18474/b27m05j83,NA,NA,145383,HAST,NA,NA,NA,NA,Broussonetia papyrifera (L.) L'Hér. ex Vent.,NA,NA,-1.715389,120.207667,NA,5361944,Broussonetia papyrifera,Broussonetia,papyrifera,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,HAST,NA,NA,NA,LC,構樹,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://brmas-media.s3-ap-northeast-1.amazonaws.com/hast/specimen/S_145383-m.jpg,FALSE,ok
HERB_0017,sample_images/HERB_0017.jpg,5276398444,Indigofera spicata Forssk.,"incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:50:38.238+00:00,539,PRESERVED_SPECIMEN,PRESENT,2971635,6,7707728,220,1370,5386,2971355,2971635,Indigofera spicata Forssk.,Plantae,Tracheophyta,Fabales,Fabaceae,Indigofera,SPECIES,ACCEPTED,NA,ASIA,NA,none,NA,2020,1,2,2020-01-02T00:00,2,2,NA,2026-01-02T10:13:33.483+00:00,2026-08-24T20:50:38.238+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001898863,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Lua, H.K.",NA,NA,none,Magnoliopsida,SG,none,none,ASIA,Singapore,EUROPE,NA,K001898863,SING 2020-510,NA,NA,539,NA,"Loyang, End of Loyang, close to Cal-de-sac",NA,NA,5276398444,NA,Herbarium,http://specimens.kew.org/herbarium/K001898863,NA,NA,K001898863,K,NA,NA,NA,NA,Indigofera spicata Forssk.,NA,NA,NA,NA,NA,2971635,Indigofera spicata,Indigofera,spicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/8299c29566a952e86ef40ae2b978ae7a.jpg,FALSE,ok
HERB_0018,sample_images/HERB_0018.jpg,5106375475,Pseuderanthemum latifolium (Vahl) B.Hansen,,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,17abcf75-2f1e-46dd-bf75-a5b21dd02655",f6fe707e-cced-4efc-b5dc-be4c91b8180a,98e934b0-5f31-11de-b67e-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T16:38:58.088+00:00,2026-08-24T20:20:08.610+00:00,445,PRESERVED_SPECIMEN,PRESENT,3772966,6,7707728,220,408,2393,3173132,3772966,Pseuderanthemum latifolium (Vahl) B.Hansen,Plantae,Tracheophyta,Lamiales,Acanthaceae,Pseuderanthemum,SPECIES,ACCEPTED,NA,ASIA,Sagaing,none,Myanmar (Burma),2019,3,18,2019-03-18,77,77,NA,2025-04-08T12:27:06.000+00:00,2026-08-24T20:20:08.610+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,https://data.rbge.org.uk/herb/E01534000,none,none,0237598a-853a-492c-af74-a723fe251799,427c8cd7-4358-4a00-9ef3-2b2676d28d1e,FALSE,Edinburgh (E) Herbarium Specimens,"Armstrong, Kathleen Ellen, Nwe, Thet Yu, Kramer, Marshall, Linn, Wah Wah, Khaing, Myo, Myint, Thar, Pyae, Phoe La, Kyi, Aung, Nyo, Kyi, Myint, Han Sein, Nge, Maung & Oo, Myint",NA,HERBARIUM SHEET,none,Magnoliopsida,MM,none,none,ASIA,Myanmar,EUROPE,NA,https://data.rbge.org.uk/herb/E01534000,4507,Growing in primary forest.,https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799,445,NA,"Htamanthi Wildlife Sanctuary. Nam Phi Lin stream, downstream from camp 1",NA,NA,5106375475,NA,E,https://data.rbge.org.uk/herb/E01534000,PhysicalObject,NA,E01534000,RBGE,NA,NA,NA,https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e,Pseuderanthemum latifolium (Vahl) B.Hansen,NA,NA,NA,NA,NA,3772966,Pseuderanthemum latifolium,Pseuderanthemum,latifolium,NA,NA,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hkamti,NA,NA,18th March 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0,Royal Botanic Garden Edinburgh,1734019,NA,NA,NA,NA,NA,NA,https://iiif.rbge.org.uk/herb/iiif/E01534000/manifest,FALSE,not_image
HERB_0019,sample_images/HERB_0019.jpg,4420065303,Garcinia forbesii King,"cdc,gass84",cb9beff3-a185-486f-975a-732251444158,2853c0e7-c758-4c9c-83a2-7c2d18967fb9,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.165+00:00,2026-08-24T18:08:47.156+00:00,586,PRESERVED_SPECIMEN,PRESENT,3714626,6,7707728,220,1414,6646,3189556,3714626,Garcinia forbesii King,Plantae,Tracheophyta,Malpighiales,Clusiaceae,Garcinia,SPECIES,ACCEPTED,NA,ASIA,Kalimantan,NA,NA,2022,8,17,2022-08-17,229,229,NA,2023-09-28T17:46:55.000+00:00,2026-08-24T18:08:47.156+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu885560,none,none,17ff2e84-80c7-4904-81c7-26183b3ce46e,1fddc155-2d5b-4b1d-92cb-1268e22cc2bb,FALSE,NA,"Yao, T.L.",Yao,hb,none,Magnoliopsida,ID,none,none,ASIA,Indonesia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu885560,NA,NA,http://grscicoll.org/institution/université-montpellier-2,634,NA,NA,Manggis project/433,"Kalimantan Timur, Balikpapan Utara, Karang Joang, Hutan Lindong Sei Wain",4420065303,NA,MPU,http://coldb.mnhn.fr/catalognumber/um/mpu/mpu885560,NA,NA,MPU885560,UM,NA,NA,NA,NA,Garcinia forbesii King,NA,NA,-1.13662,116.83641,NA,3714626,Garcinia forbesii,Garcinia,forbesii,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sapling, c. 2.2 m ht., dbh 1.5 cm, exudate pale yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flat alluvial mixed dipterocarp forest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1695916015146NAvwiBN2islprqqc,FALSE,error
HERB_0020,sample_images/HERB_0020.jpg,4608025528,Teijsmanniodendron unifoliolatum (Merr.) Moldenke,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:49:56.696+00:00,539,PRESERVED_SPECIMEN,PRESENT,3899420,6,7707728,220,408,2497,7308815,3899420,Teijsmanniodendron unifoliolatum (Merr.) Moldenke,Plantae,Tracheophyta,Lamiales,Lamiaceae,Teijsmanniodendron,SPECIES,ACCEPTED,NA,ASIA,NA,NA,NA,2019,11,7,2019-11-07T00:00,311,311,NA,2026-01-25T18:17:20.613+00:00,2026-08-24T20:49:56.696+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001925081,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Lim, W.H.; Bazilah, I.; Watu, A.; Janagrun, E.; Azlan, P.; Clayton, J.",NA,NA,none,Magnoliopsida,BN,none,none,ASIA,Brunei Darussalam,EUROPE,NA,K001925081,LWH 37,NA,NA,539,NA,"Tutong, Rambai, Ulu Sg. Kiapat. ",NA,NA,4608025528,NA,Herbarium,http://specimens.kew.org/herbarium/K001925081,NA,NA,K001925081,K,NA,NA,NA,NA,Teijsmanniodendron unifoliolatum (Merr.) Moldenke,NA,NA,4.549722,114.749167,NA,3899420,Teijsmanniodendron unifoliolatum,Teijsmanniodendron,unifoliolatum,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lamiaceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/44db1ce906575679521fbd1b009f03b8.jpg,FALSE,ok
